timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1687566602804,2,Get Catalog,200,,GetCatalog 1-55,text,true,,1386,132,1,1,http://localhost:8081/sandwich/catalog,2,0,0
1687566602806,0,Get Catalog,200,,GetCatalog 1-55,text,true,,1386,132,1,1,http://localhost:8081/sandwich/catalog,0,0,0
1687566602806,1,Get Catalog,200,,GetCatalog 1-55,text,true,,1386,132,1,1,http://localhost:8081/sandwich/catalog,1,0,0
1687566602814,2,Get Catalog,200,,GetCatalog 1-56,text,true,,1386,132,1,1,http://localhost:8081/sandwich/catalog,2,0,0
1687566602816,0,Get Catalog,200,,GetCatalog 1-56,text,true,,1386,132,1,1,http://localhost:8081/sandwich/catalog,0,0,0
1687566602816,1,Get Catalog,200,,GetCatalog 1-56,text,true,,1386,132,1,1,http://localhost:8081/sandwich/catalog,1,0,0
1687566602825,3,Get Catalog,200,,GetCatalog 1-57,text,true,,1386,132,1,1,http://localhost:8081/sandwich/catalog,3,0,1
1687566602828,2,Get Catalog,200,,GetCatalog 1-57,text,true,,1386,132,1,1,http://localhost:8081/sandwich/catalog,2,0,0
1687566602830,1,Get Catalog,200,,GetCatalog 1-57,text,true,,1386,132,1,1,http://localhost:8081/sandwich/catalog,1,0,0
1687566602835,2,Get Catalog,200,,GetCatalog 1-58,text,true,,1386,132,1,1,http://localhost:8081/sandwich/catalog,2,0,1
1687566602837,1,Get Catalog,200,,GetCatalog 1-58,text,true,,1386,132,1,1,http://localhost:8081/sandwich/catalog,1,0,0
1687566602838,1,Get Catalog,200,,GetCatalog 1-58,text,true,,1386,132,1,1,http://localhost:8081/sandwich/catalog,1,0,0
1687566602844,2,Get Catalog,200,,GetCatalog 1-59,text,true,,1386,132,1,1,http://localhost:8081/sandwich/catalog,2,0,1
1687566602846,1,Get Catalog,200,,GetCatalog 1-59,text,true,,1386,132,1,1,http://localhost:8081/sandwich/catalog,1,0,0
1687566602847,1,Get Catalog,200,,GetCatalog 1-59,text,true,,1386,132,1,1,http://localhost:8081/sandwich/catalog,1,0,0
1687566602854,2,Get Catalog,200,,GetCatalog 1-60,text,true,,1386,132,1,1,http://localhost:8081/sandwich/catalog,2,0,0
1687566602856,1,Get Catalog,200,,GetCatalog 1-60,text,true,,1386,132,1,1,http://localhost:8081/sandwich/catalog,1,0,0
1687566602857,1,Get Catalog,200,,GetCatalog 1-60,text,true,,1386,132,1,1,http://localhost:8081/sandwich/catalog,1,0,0
1687566602863,1,Get Catalog,200,,GetCatalog 1-61,text,true,,1386,132,1,1,http://localhost:8081/sandwich/catalog,1,0,0
1687566602864,1,Get Catalog,200,,GetCatalog 1-61,text,true,,1386,132,1,1,http://localhost:8081/sandwich/catalog,1,0,0
1687566602865,1,Get Catalog,200,,GetCatalog 1-61,text,true,,1386,132,1,1,http://localhost:8081/sandwich/catalog,1,0,0
1687566602875,2,Get Catalog,200,,GetCatalog 1-62,text,true,,1386,132,1,1,http://localhost:8081/sandwich/catalog,2,0,0
1687566602877,1,Get Catalog,200,,GetCatalog 1-62,text,true,,1386,132,1,1,http://localhost:8081/sandwich/catalog,1,0,0
1687566602878,0,Get Catalog,200,,GetCatalog 1-62,text,true,,1386,132,1,1,http://localhost:8081/sandwich/catalog,0,0,0
1687566602883,2,Get Catalog,200,,GetCatalog 1-63,text,true,,1386,132,1,1,http://localhost:8081/sandwich/catalog,2,0,0
1687566602885,1,Get Catalog,200,,GetCatalog 1-63,text,true,,1386,132,1,1,http://localhost:8081/sandwich/catalog,1,0,0
1687566602886,1,Get Catalog,200,,GetCatalog 1-63,text,true,,1386,132,1,1,http://localhost:8081/sandwich/catalog,1,0,0
1687566602894,2,Get Catalog,200,,GetCatalog 1-64,text,true,,1386,132,1,1,http://localhost:8081/sandwich/catalog,2,0,1
1687566602896,1,Get Catalog,200,,GetCatalog 1-64,text,true,,1386,132,1,1,http://localhost:8081/sandwich/catalog,1,0,0
1687566602897,1,Get Catalog,200,,GetCatalog 1-64,text,true,,1386,132,1,1,http://localhost:8081/sandwich/catalog,1,0,0
1687566602904,2,Get Catalog,200,,GetCatalog 1-65,text,true,,1386,132,1,1,http://localhost:8081/sandwich/catalog,1,0,0
1687566602906,0,Get Catalog,200,,GetCatalog 1-65,text,true,,1386,132,1,1,http://localhost:8081/sandwich/catalog,0,0,0
1687566602906,1,Get Catalog,200,,GetCatalog 1-65,text,true,,1386,132,1,1,http://localhost:8081/sandwich/catalog,1,0,0
1687566602914,2,Get Catalog,200,,GetCatalog 1-66,text,true,,1386,132,1,1,http://localhost:8081/sandwich/catalog,2,0,0
1687566602916,1,Get Catalog,200,,GetCatalog 1-66,text,true,,1386,132,1,1,http://localhost:8081/sandwich/catalog,1,0,0
1687566602917,1,Get Catalog,200,,GetCatalog 1-66,text,true,,1386,132,1,1,http://localhost:8081/sandwich/catalog,1,0,0
1687566602926,2,Get Catalog,200,,GetCatalog 1-67,text,true,,1386,132,1,1,http://localhost:8081/sandwich/catalog,2,0,0
1687566602928,1,Get Catalog,200,,GetCatalog 1-67,text,true,,1386,132,1,1,http://localhost:8081/sandwich/catalog,1,0,0
1687566602929,1,Get Catalog,200,,GetCatalog 1-67,text,true,,1386,132,1,1,http://localhost:8081/sandwich/catalog,1,0,0
1687566602935,2,Get Catalog,200,,GetCatalog 1-68,text,true,,1386,132,1,1,http://localhost:8081/sandwich/catalog,2,0,0
1687566602937,1,Get Catalog,200,,GetCatalog 1-68,text,true,,1386,132,1,1,http://localhost:8081/sandwich/catalog,1,0,0
1687566602938,1,Get Catalog,200,,GetCatalog 1-68,text,true,,1386,132,1,1,http://localhost:8081/sandwich/catalog,1,0,0
